id,age,workclass,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
25624,28,Private,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,,<=50K
18651,31,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
24660,22,Private,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,,<=50K
1690,25,Private,11,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,>50K
2425,41,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K
3010,40,Private,15,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,Mexico,>50K
3308,31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,40,United-States,>50K
8660,46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
25733,17,,7,Never-married,,Other-relative,White,Female,0,0,25,United-States,<=50K
5962,23,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
2557,41,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,43,United-States,>50K
4203,43,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,594,0,20,Mexico,<=50K
12246,47,Private,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
17957,26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
14239,74,Private,6,Widowed,Other-service,Not-in-family,Black,Female,0,0,6,United-States,<=50K
30360,43,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,>50K
19109,32,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8653,59,Federal-gov,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
29892,32,Private,11,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K
29248,50,Self-emp-not-inc,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
29796,23,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,66,Ecuador,<=50K
14811,20,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
23150,30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
3662,33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States,>50K
11632,24,Self-emp-inc,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
5171,32,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
30916,49,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
5330,31,Private,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
1028,36,Private,13,Never-married,Sales,Not-in-family,White,Female,0,1741,40,United-States,<=50K
8084,25,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Yugoslavia,<=50K
11013,32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25491,35,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
11505,64,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
2574,46,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,96,United-States,>50K
23385,34,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
7973,45,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29860,55,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,<=50K
27369,20,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
7180,35,Private,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,30,United-States,<=50K
68,39,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,60,United-States,>50K
32126,21,Private,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
2809,30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,50,United-States,>50K
31841,38,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K
12328,26,Private,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,El-Salvador,<=50K
7092,36,Private,10,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
2606,43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
26053,35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
264,39,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,2051,40,United-States,<=50K
21107,58,Local-gov,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
5732,43,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
22151,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18442,51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
1679,63,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,41310,0,50,United-States,<=50K
11435,48,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
24223,46,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
30161,61,Private,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
28988,61,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
30171,55,,4,Divorced,,Unmarried,White,Female,0,0,40,United-States,<=50K
93,62,Self-emp-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2415,60,United-States,>50K
8342,23,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
1219,26,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1602,40,,<=50K
19610,26,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,65,United-States,<=50K
2895,60,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K
22200,29,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
15862,23,Private,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
14377,24,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,<=50K
27363,42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
27503,30,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Ireland,<=50K
7643,38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
23867,45,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
31085,53,Private,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,<=50K
8486,35,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
522,26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,1974,40,United-States,<=50K
6533,37,Self-emp-not-inc,10,Separated,Other-service,Own-child,White,Female,0,0,40,Cuba,<=50K
30459,18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
8895,20,,10,Never-married,,Own-child,White,Female,0,0,30,United-States,<=50K
2834,38,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K
25220,25,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
13150,20,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
4152,26,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Male,1055,0,40,United-States,<=50K
17320,35,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,>50K
19353,42,Local-gov,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,45,United-States,>50K
27514,26,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,United-States,>50K
8026,49,Private,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
20975,27,Self-emp-inc,10,Separated,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
17922,45,Private,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,14,United-States,<=50K
15544,24,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
20445,43,Private,9,Separated,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
10183,24,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K
28392,38,Self-emp-not-inc,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,<=50K
4311,43,Federal-gov,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
24781,56,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
24857,56,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
11978,24,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
4590,34,Local-gov,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
11824,32,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,36,Puerto-Rico,<=50K
28056,32,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
30293,37,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
19385,43,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
11970,39,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
4795,71,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
11168,30,,5,Never-married,,Not-in-family,White,Female,0,0,30,United-States,<=50K
9624,28,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
21501,29,Private,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0,0,40,United-States,<=50K
8468,33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
19250,32,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30563,24,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
22483,20,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
21126,25,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
160,66,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2267,40,United-States,<=50K
1758,77,Self-emp-inc,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,40,United-States,>50K
20932,30,Private,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
1211,55,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,1617,40,United-States,<=50K
18622,44,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
689,43,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1902,40,United-States,>50K
13612,38,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
8689,73,,9,Widowed,,Not-in-family,White,Female,0,0,8,United-States,<=50K
3879,25,State-gov,13,Never-married,Other-service,Not-in-family,White,Female,2597,0,50,United-States,<=50K
10054,35,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
13519,52,Federal-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
22585,36,Local-gov,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K
21049,45,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
1589,33,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
1480,52,Private,13,Separated,Adm-clerical,Unmarried,White,Female,0,1092,40,United-States,<=50K
32014,47,State-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
26891,42,Private,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
15096,30,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
21495,20,State-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
22645,43,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,17,United-States,<=50K
14660,24,Private,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
12364,43,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
21922,65,Private,14,Divorced,Sales,Not-in-family,White,Male,0,0,28,United-States,<=50K
16921,66,Private,6,Widowed,Transport-moving,Not-in-family,White,Female,0,0,11,United-States,<=50K
143,26,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2339,55,United-States,<=50K
23664,32,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
83,58,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2415,40,United-States,>50K
26321,21,Private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,30,India,<=50K
26299,46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States,<=50K
25951,37,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
32279,58,Self-emp-not-inc,9,Divorced,Farming-fishing,Unmarried,White,Female,0,0,10,United-States,<=50K
13114,45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
20815,42,State-gov,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
3202,58,Federal-gov,13,Separated,Prof-specialty,Not-in-family,White,Male,4787,0,40,United-States,>50K
26807,21,Private,12,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
30002,61,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,<=50K
18611,22,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
12031,30,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
24653,30,Private,6,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
20781,28,Private,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
16775,17,Private,6,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,23,United-States,<=50K
11020,31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
8768,18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
6481,18,Private,7,Never-married,Sales,Other-relative,Amer-Indian-Eskimo,Female,0,0,25,United-States,<=50K
32410,18,Private,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
14195,53,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,<=50K
1406,29,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1485,40,United-States,>50K
19669,27,Local-gov,11,Never-married,Tech-support,Own-child,White,Female,0,0,38,United-States,<=50K
31587,18,Private,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
27433,38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
12146,68,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
19821,27,Local-gov,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,16,United-States,<=50K
31341,28,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
27473,48,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
22083,36,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Mexico,<=50K
8384,29,Private,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Mexico,<=50K
30387,51,Federal-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,57,United-States,>50K
15961,29,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18484,46,Private,12,Widowed,Prof-specialty,Unmarried,White,Female,0,0,27,United-States,<=50K
27449,59,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10,45,Private,16,Divorced,Prof-specialty,Unmarried,Black,Female,0,3004,35,United-States,>50K
27742,61,Private,13,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,12,,<=50K
2405,45,Federal-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,Guatemala,>50K
725,32,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K
23906,46,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
17344,21,Private,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,<=50K
27067,27,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
15739,22,Private,9,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,<=50K
27582,36,Self-emp-not-inc,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
21517,24,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,<=50K
28251,24,Private,10,Separated,Prof-specialty,Own-child,White,Male,0,0,54,United-States,<=50K
17988,20,Private,12,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
5835,32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
18207,38,Self-emp-not-inc,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
18724,22,Private,10,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,22,United-States,<=50K
16300,42,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Germany,<=50K
2610,45,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,>50K
2534,47,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,55,United-States,>50K
20223,24,Private,9,Never-married,Sales,Own-child,White,Male,0,0,35,El-Salvador,<=50K
29300,23,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
3275,49,Private,6,Separated,Exec-managerial,Not-in-family,Black,Male,4416,0,99,United-States,<=50K
16614,47,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
8182,67,State-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
1827,49,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
20219,22,,5,Never-married,,Not-in-family,White,Male,0,0,30,United-States,<=50K
4540,36,Private,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,United-States,<=50K
5091,47,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26818,61,Self-emp-not-inc,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
11464,20,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,<=50K
21515,52,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
24387,37,Local-gov,10,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,32,United-States,<=50K
30022,55,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
19041,20,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
30345,47,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,<=50K
22813,18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
6721,34,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
1249,19,Private,8,Never-married,Other-service,Own-child,White,Male,0,1602,20,United-States,<=50K
5783,57,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
12656,51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
7027,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,40,Puerto-Rico,<=50K
15804,46,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
28253,39,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
14655,29,Private,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
1488,50,Federal-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,0,880,40,United-States,<=50K
6223,25,Private,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
29675,45,Self-emp-not-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
24870,25,Local-gov,13,Never-married,Craft-repair,Own-child,White,Male,0,0,25,United-States,<=50K
26287,18,Private,6,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,<=50K
13018,22,State-gov,10,Never-married,Adm-clerical,Not-in-family,Other,Male,0,0,20,United-States,<=50K
16409,37,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
31195,19,Private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,Laos,<=50K
25369,61,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
4393,41,Self-emp-not-inc,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
7390,30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
17640,51,Private,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
18919,35,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,,>50K
27710,19,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
7977,37,Private,11,Separated,Prof-specialty,Own-child,White,Female,0,0,38,United-States,<=50K
18898,28,,10,Divorced,,Own-child,White,Female,0,0,20,,<=50K
17959,29,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
7565,51,Private,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
6963,53,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,,>50K
3008,61,Local-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,>50K
2850,31,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,50,United-States,>50K
2700,41,Private,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,7298,0,50,United-States,>50K
26403,43,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,,<=50K
25945,18,Private,10,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
18513,32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
25589,17,Private,7,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
28881,21,Private,7,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
19019,54,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
9833,19,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
25097,26,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States,<=50K
15736,68,,10,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,<=50K
8871,33,Private,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,>50K
27042,40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
29627,44,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
32177,49,Private,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
15048,44,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
9119,42,Private,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
32137,40,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,80,United-States,>50K
3514,36,,9,Married-civ-spouse,,Husband,White,Male,3464,0,30,United-States,<=50K
32491,28,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
29295,45,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
24236,35,Private,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K
4422,64,,2,Divorced,,Not-in-family,White,Male,0,0,40,United-States,<=50K
20113,23,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
661,31,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
29061,26,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Canada,<=50K
28441,33,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
9166,45,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21134,25,Private,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
16893,24,,9,Separated,,Not-in-family,White,Female,0,0,38,United-States,<=50K
20436,52,Federal-gov,8,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
27068,27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,>50K
31675,29,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,,<=50K
12045,29,,9,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,<=50K
17729,35,Federal-gov,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
11859,33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,33,United-States,>50K
10882,53,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
18175,33,Private,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
25840,32,Local-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
21518,34,Self-emp-not-inc,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
7806,40,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
